IP地址,数据中心,地区,城市,网络延迟
104.18.169.75,SJC,North America,San Jose,278 ms
104.19.161.169,SJC,North America,San Jose,278 ms
104.17.225.121,SJC,North America,San Jose,278 ms
104.21.29.213,SJC,North America,San Jose,278 ms
104.17.68.97,SJC,North America,San Jose,278 ms
104.22.9.205,SJC,North America,San Jose,278 ms
104.25.250.155,SJC,North America,San Jose,278 ms
104.25.115.189,SJC,North America,San Jose,279 ms
104.19.151.26,SJC,North America,San Jose,279 ms
104.19.249.97,SJC,North America,San Jose,279 ms
104.27.1.229,SJC,North America,San Jose,279 ms
104.21.126.201,SJC,North America,San Jose,279 ms
104.23.134.133,PDX,North America,Portland,279 ms
104.21.215.191,PDX,North America,Portland,279 ms
104.16.210.253,SJC,North America,San Jose,279 ms
172.67.165.95,PDX,North America,Portland,279 ms
104.21.205.146,SJC,North America,San Jose,279 ms
172.67.147.146,SJC,North America,San Jose,279 ms
104.18.197.100,SJC,North America,San Jose,279 ms
104.24.70.196,SJC,North America,San Jose,279 ms
104.20.142.50,PDX,North America,Portland,279 ms
104.21.105.75,SJC,North America,San Jose,279 ms
104.24.207.219,SJC,North America,San Jose,280 ms
172.67.153.65,SJC,North America,San Jose,280 ms
104.17.252.238,SJC,North America,San Jose,280 ms
104.18.88.250,SJC,North America,San Jose,280 ms
104.24.149.175,SJC,North America,San Jose,280 ms
104.18.205.155,SJC,North America,San Jose,280 ms
104.20.251.92,PDX,North America,Portland,280 ms
104.16.242.113,SJC,North America,San Jose,280 ms
104.17.98.4,SJC,North America,San Jose,280 ms
104.16.235.105,SJC,North America,San Jose,280 ms
104.21.76.117,SJC,North America,San Jose,280 ms
104.16.166.190,SJC,North America,San Jose,280 ms
104.27.15.127,SJC,North America,San Jose,280 ms
172.67.188.1,SJC,North America,San Jose,280 ms
104.19.232.1,SJC,North America,San Jose,280 ms
104.16.191.92,SJC,North America,San Jose,280 ms
172.67.162.195,SLC,North America,Salt Lake City,280 ms
104.25.248.85,SJC,North America,San Jose,280 ms
104.18.154.206,SJC,North America,San Jose,281 ms
104.21.210.181,SJC,North America,San Jose,281 ms
104.20.33.0,SJC,North America,San Jose,281 ms
104.17.217.107,SJC,North America,San Jose,281 ms
104.17.238.142,SJC,North America,San Jose,281 ms
104.16.70.119,SJC,North America,San Jose,281 ms
104.18.237.173,SJC,North America,San Jose,281 ms
172.67.182.34,SJC,North America,San Jose,281 ms
104.17.232.113,SJC,North America,San Jose,281 ms
104.27.205.160,PDX,North America,Portland,281 ms
104.21.93.0,PDX,North America,Portland,281 ms
172.67.152.242,SJC,North America,San Jose,281 ms
104.25.244.101,SJC,North America,San Jose,281 ms
104.21.199.163,SJC,North America,San Jose,281 ms
104.25.254.191,SJC,North America,San Jose,281 ms
104.21.71.231,SJC,North America,San Jose,281 ms
104.24.136.112,SJC,North America,San Jose,281 ms
104.18.198.89,SJC,North America,San Jose,281 ms
104.16.228.27,SJC,North America,San Jose,281 ms
104.23.138.224,SJC,North America,San Jose,281 ms
104.16.4.250,SJC,North America,San Jose,281 ms
104.19.221.49,SJC,North America,San Jose,281 ms
104.24.73.69,SJC,North America,San Jose,281 ms
104.27.58.143,SJC,North America,San Jose,282 ms
104.25.201.198,SJC,North America,San Jose,282 ms
162.159.238.100,ARN,Europe,Stockholm,282 ms
172.67.22.44,PDX,North America,Portland,282 ms
104.24.148.8,SJC,North America,San Jose,282 ms
104.21.92.177,SJC,North America,San Jose,282 ms
104.20.106.22,PDX,North America,Portland,282 ms
104.21.107.245,SJC,North America,San Jose,282 ms
104.17.82.69,SJC,North America,San Jose,282 ms
104.24.184.178,SJC,North America,San Jose,282 ms
190.93.246.243,SJC,North America,San Jose,282 ms
172.67.210.37,SJC,North America,San Jose,282 ms
104.20.112.101,SJC,North America,San Jose,282 ms
104.17.124.9,SJC,North America,San Jose,282 ms
104.18.163.48,SJC,North America,San Jose,282 ms
104.22.44.151,SJC,North America,San Jose,282 ms
104.20.40.118,PDX,North America,Portland,283 ms
104.24.182.27,SJC,North America,San Jose,283 ms
104.24.20.184,SJC,North America,San Jose,283 ms
104.16.102.196,SJC,North America,San Jose,283 ms
104.27.48.176,SJC,North America,San Jose,283 ms
104.18.186.142,SJC,North America,San Jose,283 ms
104.16.165.211,SJC,North America,San Jose,283 ms
104.20.114.188,SJC,North America,San Jose,283 ms
104.17.10.49,SJC,North America,San Jose,283 ms
104.25.63.14,SJC,North America,San Jose,283 ms
104.24.137.201,SJC,North America,San Jose,283 ms
104.17.14.32,SJC,North America,San Jose,283 ms
104.21.27.42,PDX,North America,Portland,283 ms
172.64.80.165,SJC,North America,San Jose,283 ms
172.67.89.171,SJC,North America,San Jose,283 ms
104.25.49.95,SJC,North America,San Jose,283 ms
172.67.132.87,PDX,North America,Portland,283 ms
104.20.174.223,PDX,North America,Portland,283 ms
104.21.208.202,SJC,North America,San Jose,283 ms
104.16.207.5,SJC,North America,San Jose,283 ms
104.16.0.10,SJC,North America,San Jose,283 ms
104.16.90.124,SJC,North America,San Jose,283 ms
104.19.247.135,SJC,North America,San Jose,283 ms
104.23.143.150,SJC,North America,San Jose,283 ms
104.19.213.161,SJC,North America,San Jose,283 ms
104.20.36.130,PDX,North America,Portland,283 ms
172.67.174.42,SJC,North America,San Jose,283 ms
104.17.211.97,SJC,North America,San Jose,284 ms
172.67.205.36,SJC,North America,San Jose,284 ms
104.18.98.80,SJC,North America,San Jose,284 ms
172.67.87.96,SJC,North America,San Jose,284 ms
104.20.166.219,PDX,North America,Portland,284 ms
104.25.1.217,SJC,North America,San Jose,284 ms
104.17.172.226,SJC,North America,San Jose,284 ms
172.67.171.78,PDX,North America,Portland,284 ms
104.25.205.246,SJC,North America,San Jose,284 ms
172.64.88.159,SJC,North America,San Jose,284 ms
104.24.163.194,SJC,North America,San Jose,284 ms
104.24.213.83,SJC,North America,San Jose,284 ms
104.19.236.2,SJC,North America,San Jose,284 ms
104.25.207.73,SJC,North America,San Jose,284 ms
104.17.73.177,SJC,North America,San Jose,284 ms
172.67.118.194,SJC,North America,San Jose,284 ms
104.27.4.183,SJC,North America,San Jose,284 ms
104.23.129.79,SJC,North America,San Jose,284 ms
104.17.115.73,SJC,North America,San Jose,284 ms
104.24.195.47,SJC,North America,San Jose,284 ms
104.18.171.191,SJC,North America,San Jose,284 ms
104.18.196.186,SJC,North America,San Jose,284 ms
172.67.121.69,SJC,North America,San Jose,285 ms
104.25.171.139,SJC,North America,San Jose,285 ms
104.17.24.162,SJC,North America,San Jose,285 ms
104.27.93.77,SJC,North America,San Jose,285 ms
104.16.96.148,SJC,North America,San Jose,285 ms
104.21.25.103,SJC,North America,San Jose,285 ms
104.25.103.8,SJC,North America,San Jose,285 ms
104.18.255.55,SJC,North America,San Jose,285 ms
104.19.243.193,SJC,North America,San Jose,285 ms
104.16.79.20,SJC,North America,San Jose,285 ms
104.16.69.144,SJC,North America,San Jose,285 ms
104.20.44.51,PDX,North America,Portland,285 ms
104.16.255.11,SJC,North America,San Jose,285 ms
104.21.116.176,SJC,North America,San Jose,285 ms
104.18.160.96,SJC,North America,San Jose,285 ms
104.19.173.114,SJC,North America,San Jose,286 ms
104.17.58.102,SJC,North America,San Jose,286 ms
104.18.201.31,SJC,North America,San Jose,286 ms
104.16.134.83,SJC,North America,San Jose,286 ms
104.18.181.104,SJC,North America,San Jose,286 ms
104.20.99.43,PDX,North America,Portland,286 ms
104.21.89.147,SJC,North America,San Jose,286 ms
104.21.44.44,SJC,North America,San Jose,286 ms
172.67.116.207,SJC,North America,San Jose,286 ms
104.19.145.195,SJC,North America,San Jose,286 ms
172.67.211.128,SJC,North America,San Jose,286 ms
104.24.245.214,SJC,North America,San Jose,287 ms
104.21.54.227,SJC,North America,San Jose,287 ms
104.24.193.77,SJC,North America,San Jose,287 ms
104.25.182.97,SJC,North America,San Jose,287 ms
104.22.62.229,PDX,North America,Portland,287 ms
104.16.180.212,SJC,North America,San Jose,287 ms
104.21.12.41,SJC,North America,San Jose,287 ms
104.27.83.129,SJC,North America,San Jose,287 ms
104.27.192.62,SJC,North America,San Jose,287 ms
104.19.147.141,SJC,North America,San Jose,287 ms
104.21.198.182,SJC,North America,San Jose,287 ms
104.27.2.135,SJC,North America,San Jose,287 ms
104.16.67.179,SJC,North America,San Jose,287 ms
104.19.144.27,SJC,North America,San Jose,287 ms
104.19.255.217,SJC,North America,San Jose,287 ms
104.16.121.77,SJC,North America,San Jose,288 ms
172.67.240.182,PDX,North America,Portland,288 ms
104.24.147.150,SJC,North America,San Jose,288 ms
141.101.121.184,SJC,North America,San Jose,288 ms
104.17.21.4,SJC,North America,San Jose,288 ms
104.22.59.47,PDX,North America,Portland,288 ms
104.16.2.48,SJC,North America,San Jose,288 ms
104.16.24.137,SJC,North America,San Jose,288 ms
104.20.8.216,PDX,North America,Portland,289 ms
172.67.184.39,SJC,North America,San Jose,289 ms
104.19.188.204,SJC,North America,San Jose,289 ms
172.67.239.117,SLC,North America,Salt Lake City,289 ms
104.17.249.1,SJC,North America,San Jose,289 ms
104.21.21.242,SJC,North America,San Jose,289 ms
104.24.164.212,SJC,North America,San Jose,289 ms
104.24.234.34,SJC,North America,San Jose,289 ms
104.16.99.97,SJC,North America,San Jose,289 ms
104.20.242.191,PDX,North America,Portland,290 ms
104.21.90.184,SJC,North America,San Jose,290 ms
104.24.254.214,SJC,North America,San Jose,290 ms
104.20.167.238,SJC,North America,San Jose,290 ms
104.20.120.216,SJC,North America,San Jose,290 ms
104.21.203.71,SJC,North America,San Jose,291 ms
104.19.229.105,SJC,North America,San Jose,291 ms
172.64.93.176,SJC,North America,San Jose,291 ms
104.22.58.39,SJC,North America,San Jose,291 ms
104.24.31.246,SJC,North America,San Jose,291 ms
104.25.173.3,SJC,North America,San Jose,291 ms
104.23.110.246,PDX,North America,Portland,292 ms
172.67.111.145,SJC,North America,San Jose,292 ms
172.67.156.248,SJC,North America,San Jose,292 ms
104.20.60.137,SJC,North America,San Jose,292 ms
104.16.115.33,SJC,North America,San Jose,292 ms
104.17.85.146,SJC,North America,San Jose,292 ms
104.21.80.173,SJC,North America,San Jose,293 ms
104.24.249.112,SJC,North America,San Jose,293 ms
172.67.143.83,SJC,North America,San Jose,293 ms
104.17.231.151,SJC,North America,San Jose,293 ms
104.24.168.99,SJC,North America,San Jose,293 ms
104.21.41.166,SJC,North America,San Jose,293 ms
172.67.175.26,SJC,North America,San Jose,293 ms
104.16.227.85,SJC,North America,San Jose,293 ms
104.17.29.211,SJC,North America,San Jose,293 ms
104.23.133.38,SJC,North America,San Jose,294 ms
104.16.40.133,SJC,North America,San Jose,294 ms
172.67.49.154,SJC,North America,San Jose,294 ms
104.21.0.60,SJC,North America,San Jose,294 ms
172.67.26.184,PDX,North America,Portland,294 ms
104.17.67.135,SJC,North America,San Jose,294 ms
104.19.216.119,SJC,North America,San Jose,295 ms
104.21.15.63,SJC,North America,San Jose,295 ms
104.20.238.74,SJC,North America,San Jose,295 ms
104.27.197.202,SJC,North America,San Jose,295 ms
104.24.232.120,SJC,North America,San Jose,295 ms
104.25.86.8,SJC,North America,San Jose,295 ms
104.20.154.221,SJC,North America,San Jose,295 ms
104.21.14.114,SJC,North America,San Jose,295 ms
104.24.152.129,SJC,North America,San Jose,295 ms
104.24.38.107,SJC,North America,San Jose,295 ms
104.18.207.251,SJC,North America,San Jose,296 ms
104.20.247.104,PDX,North America,Portland,296 ms
104.27.195.42,SJC,North America,San Jose,296 ms
172.67.209.173,SLC,North America,Salt Lake City,296 ms
104.17.121.28,SJC,North America,San Jose,296 ms
104.18.141.86,SJC,North America,San Jose,296 ms
104.24.229.196,SJC,North America,San Jose,297 ms
104.17.229.141,SJC,North America,San Jose,297 ms
172.67.125.154,SJC,North America,San Jose,297 ms
104.27.72.165,SJC,North America,San Jose,297 ms
104.25.94.66,SJC,North America,San Jose,297 ms
104.16.194.85,SJC,North America,San Jose,297 ms
104.19.250.255,SJC,North America,San Jose,297 ms
172.67.12.253,PDX,North America,Portland,297 ms
104.18.166.233,SJC,North America,San Jose,297 ms
104.25.93.144,SJC,North America,San Jose,297 ms
104.25.109.248,SJC,North America,San Jose,297 ms
104.21.37.36,SJC,North America,San Jose,298 ms
104.21.46.186,SJC,North America,San Jose,298 ms
104.17.19.6,SJC,North America,San Jose,298 ms
104.20.62.165,SJC,North America,San Jose,298 ms
104.18.97.101,SJC,North America,San Jose,298 ms
104.20.239.16,SJC,North America,San Jose,299 ms
104.21.19.196,SJC,North America,San Jose,299 ms
104.21.63.93,SLC,North America,Salt Lake City,299 ms
104.21.11.23,SJC,North America,San Jose,299 ms
172.67.149.63,SJC,North America,San Jose,300 ms
104.18.224.6,SJC,North America,San Jose,300 ms
172.67.133.215,SJC,North America,San Jose,300 ms
104.27.37.121,SJC,North America,San Jose,300 ms
172.67.158.197,SJC,North America,San Jose,300 ms
104.21.212.41,SJC,North America,San Jose,300 ms
104.20.13.136,PDX,North America,Portland,300 ms
104.17.38.40,SJC,North America,San Jose,300 ms
172.67.137.150,SJC,North America,San Jose,301 ms
104.19.230.23,SJC,North America,San Jose,301 ms
104.25.213.59,SJC,North America,San Jose,301 ms
104.19.252.245,SJC,North America,San Jose,302 ms
104.21.6.161,SJC,North America,San Jose,302 ms
172.67.159.37,PDX,North America,Portland,302 ms
104.27.95.70,SJC,North America,San Jose,302 ms
104.20.165.253,SJC,North America,San Jose,302 ms
172.67.150.145,SJC,North America,San Jose,302 ms
104.27.194.216,SJC,North America,San Jose,302 ms
104.24.220.236,SJC,North America,San Jose,302 ms
172.67.97.189,SJC,North America,San Jose,303 ms
104.24.183.136,SJC,North America,San Jose,303 ms
104.17.50.131,SJC,North America,San Jose,303 ms
104.17.71.71,SJC,North America,San Jose,303 ms
172.67.216.127,SJC,North America,San Jose,303 ms
104.19.246.200,SJC,North America,San Jose,303 ms
104.20.184.217,SJC,North America,San Jose,303 ms
104.24.50.80,SJC,North America,San Jose,303 ms
104.21.88.143,SJC,North America,San Jose,303 ms
104.18.110.222,SJC,North America,San Jose,304 ms
172.67.117.93,SJC,North America,San Jose,304 ms
172.67.181.102,SJC,North America,San Jose,304 ms
104.18.87.54,SJC,North America,San Jose,304 ms
104.25.137.95,SJC,North America,San Jose,304 ms
104.24.179.138,SJC,North America,San Jose,304 ms
104.27.196.109,SJC,North America,San Jose,304 ms
104.16.237.75,SJC,North America,San Jose,304 ms
104.17.167.70,SJC,North America,San Jose,304 ms
172.67.146.61,SJC,North America,San Jose,304 ms
104.24.216.236,SJC,North America,San Jose,304 ms
104.21.70.101,SJC,North America,San Jose,304 ms
104.21.87.195,SJC,North America,San Jose,305 ms
172.67.135.191,SJC,North America,San Jose,305 ms
104.18.153.248,SJC,North America,San Jose,305 ms
104.20.147.254,SJC,North America,San Jose,305 ms
172.67.126.66,SJC,North America,San Jose,305 ms
104.16.252.4,SJC,North America,San Jose,305 ms
104.17.224.147,SJC,North America,San Jose,305 ms
172.67.41.4,PDX,North America,Portland,305 ms
104.24.180.64,SJC,North America,San Jose,305 ms
104.24.200.185,SJC,North America,San Jose,305 ms
104.21.115.207,SLC,North America,Salt Lake City,305 ms
104.16.33.174,SJC,North America,San Jose,306 ms
104.24.32.104,SJC,North America,San Jose,306 ms
104.16.36.107,SJC,North America,San Jose,306 ms
104.25.169.77,SJC,North America,San Jose,306 ms
104.27.19.80,SJC,North America,San Jose,306 ms
104.21.51.30,SJC,North America,San Jose,306 ms
104.24.133.34,SJC,North America,San Jose,307 ms
104.21.209.174,SJC,North America,San Jose,307 ms
104.17.9.214,SJC,North America,San Jose,307 ms
104.27.198.227,SJC,North America,San Jose,307 ms
104.18.71.172,SJC,North America,San Jose,307 ms
104.21.125.104,SJC,North America,San Jose,308 ms
172.67.161.204,SJC,North America,San Jose,308 ms
104.23.132.5,PDX,North America,Portland,308 ms
104.21.192.81,SJC,North America,San Jose,308 ms
104.25.71.69,SJC,North America,San Jose,308 ms
172.67.183.159,PDX,North America,Portland,308 ms
104.27.204.172,PDX,North America,Portland,309 ms
172.67.106.89,SJC,North America,San Jose,310 ms
104.25.218.74,SJC,North America,San Jose,310 ms
104.20.230.14,PDX,North America,Portland,310 ms
172.67.144.152,SJC,North America,San Jose,310 ms
104.20.100.218,SJC,North America,San Jose,311 ms
104.27.200.190,PDX,North America,Portland,312 ms
104.20.64.165,SJC,North America,San Jose,312 ms
172.67.249.25,SLC,North America,Salt Lake City,312 ms
172.67.61.204,PDX,North America,Portland,312 ms
104.23.128.219,PDX,North America,Portland,313 ms
172.67.82.55,SJC,North America,San Jose,313 ms
104.21.108.78,SLC,North America,Salt Lake City,317 ms
104.21.99.241,SLC,North America,Salt Lake City,321 ms
